uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
map6197/lectures/MFDL_MAP6197_L6_LogisticRegression.pdf,other,13847820,,,pinned,exam_restricted,local-fs,map6197-lectures,none,C:\Users\spenc\Downloads\MAP6197\MFDL_MAP6197_L6_LogisticRegression.pdf,"intact: %PDF- header + %%EOF verified 2026-08-08; ALSO in zip bronze/lectures (L6); course material, no redistribution licence"
map6197/lectures/MFDL_MAP6197_L7_ConvexitySmoothness.pdf,other,15097440,,,pinned,exam_restricted,local-fs,map6197-lectures,none,C:\Users\spenc\Downloads\MAP6197\MFDL_MAP6197_L7_ConvexitySmoothness.pdf,"intact: %PDF- header + %%EOF verified 2026-08-08; RECOVERS a lecture the zip lacks (L7) -- part of Sol’s declared 16-file gap; course material, no redistribution licence"
map6197/lectures/MFDL_MAP6197_L8_GDConvergence_SGD.pdf,other,13237605,,,pinned,exam_restricted,local-fs,map6197-lectures,none,C:\Users\spenc\Downloads\MAP6197\MFDL_MAP6197_L8_GDConvergence_SGD.pdf,"intact: %PDF- header + %%EOF verified 2026-08-08; ALSO in zip bronze/lectures (L8); course material, no redistribution licence"
map6197/lectures/MFDL_MAP6197_L9_SGD.pdf,other,12244035,,,pinned,exam_restricted,local-fs,map6197-lectures,none,C:\Users\spenc\Downloads\MAP6197\MFDL_MAP6197_L9_SGD.pdf,"intact: %PDF- header + %%EOF verified 2026-08-08; ALSO in zip bronze/lectures (L9); course material, no redistribution licence"
map6197/course/MAP6197_all_lectures.zip,other,289566680,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\MAP6197_all_lectures.zip,historical all-lectures archive
map6197/course/map6197_content_bundle_20260731-202055.zip,other,2907381,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\map6197_content_bundle_20260731-202055.zip,content bundle 2026-07-31
map6197/course/collect_map6197_artifacts(1).py,other,16668,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\collect_map6197_artifacts(1).py,PRODUCER script for the MAP6197 collection
map6197/course/MAP6197_LAKEHOUSE_GUIDE.md,other,4219,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\MAP6197_LAKEHOUSE_GUIDE.md,Sol handoff guide for the lakehouse package
map6197/course/MAP6197_FinalProjectDescription_Fall2025.pdf,other,128630,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\MAP6197_FinalProjectDescription_Fall2025.pdf,assignment brief
map6197/course/Proposal_MAP6197.pdf,other,87298,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\Proposal_MAP6197.pdf,project proposal
map6197/course/Final_Report_MAP6197_SpencerMoore.pdf,other,38574,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\Final_Report_MAP6197_SpencerMoore.pdf,final report
map6197/course/annotated-Final_Report_MAP6197_SpencerMoore.pdf,other,6068941,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\annotated-Final_Report_MAP6197_SpencerMoore.pdf,graded/annotated final report
map6197/course/MAP6197_FINAL_PROJECT_PRESENTATION.pptx,other,5064861,,,keep_forever,exam_restricted,local-fs,map6197-course,none,C:\Users\spenc\Downloads\MAP6197_FINAL_PROJECT_PRESENTATION.pptx,final presentation
