uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
stimuli/mosart-logprob/jobs_NEWER/outputs/models_D.txt,other,785,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\models_D.txt,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_coverage_grid.csv,wire_payload,47535,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_coverage_grid.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_coverage_grid.png,other,110489,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_coverage_grid.png,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/newcorp_cell_metrics.csv,wire_payload,413925,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\newcorp_cell_metrics.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/newcorp_ece.csv,wire_payload,15241,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\newcorp_ece.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/newcorp_ece_imputed.csv,wire_payload,15836,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\newcorp_ece_imputed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/newcorp_model_summary.csv,wire_payload,18744,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\newcorp_model_summary.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/prompts_B.csv,wire_payload,1248544,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\prompts_B.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/prompts_D.csv,wire_payload,526774,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\prompts_D.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/base_vs_instruct/comparison.csv,wire_payload,7465,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\base_vs_instruct\comparison.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/base_vs_instruct/comparison_by_bank.csv,wire_payload,28199,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\base_vs_instruct\comparison_by_bank.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/base_vs_instruct/summary.csv,wire_payload,299,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\base_vs_instruct\summary.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_anthracite-org_magnum-v4-72b_perm120_v1.parsed.csv,wire_payload,279282,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_anthracite-org_magnum-v4-72b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_gryphe_mythomax-l2-13b_perm120_v1.parsed.csv,wire_payload,291407,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_gryphe_mythomax-l2-13b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_mancer_weaver_perm120_v1.parsed.csv,wire_payload,469400,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_mancer_weaver_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_mistralai_ministral-3b-2512_perm120_v1.parsed.csv,wire_payload,279360,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_mistralai_ministral-3b-2512_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_openai_gpt-3.5-turbo_perm120_v1.parsed.csv,wire_payload,304281,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_openai_gpt-3.5-turbo_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_openai_gpt-4-turbo_perm120_v1.parsed.csv,wire_payload,262538,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_openai_gpt-4-turbo_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_openai_gpt-4o_perm120_v1.parsed.csv,wire_payload,247675,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_openai_gpt-4o_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_qwen_qwen3.6-max-preview_perm120_v1.parsed.csv,wire_payload,294200,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_qwen_qwen3.6-max-preview_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_sao10k_l3.3-euryale-70b_perm120_v1.parsed.csv,wire_payload,281455,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_sao10k_l3.3-euryale-70b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_thedrummer_rocinante-12b_perm120_v1.parsed.csv,wire_payload,493336,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_thedrummer_rocinante-12b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_thedrummer_unslopnemo-12b_perm120_v1.parsed.csv,wire_payload,498770,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_thedrummer_unslopnemo-12b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_B/evening_out_B_20260624_undi95_remm-slerp-l2-13b_perm120_v1.parsed.csv,wire_payload,305260,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_B\evening_out_B_20260624_undi95_remm-slerp-l2-13b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_anthracite-org_magnum-v4-72b_perm120_v1.parsed.csv,wire_payload,133467,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_anthracite-org_magnum-v4-72b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_anthropic_claude-haiku-4.5_perm120_v1.parsed.csv,wire_payload,131901,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_anthropic_claude-haiku-4.5_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_google_gemini-2.5-flash_perm120_v1.parsed.csv,wire_payload,128160,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_google_gemini-2.5-flash_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_gryphe_mythomax-l2-13b_perm120_v1.parsed.csv,wire_payload,140318,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_gryphe_mythomax-l2-13b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_mancer_weaver_perm120_v1.parsed.csv,wire_payload,218925,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_mancer_weaver_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-3-8b-instruct_perm120_v1.parsed.csv,wire_payload,137768,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-3-8b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-3.1-70b-instruct_perm120_v1.parsed.csv,wire_payload,140546,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-3.1-70b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-3.1-8b-instruct_perm120_v1.parsed.csv,wire_payload,142900,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-3.1-8b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-3.2-1b-instruct_perm120_v1.parsed.csv,wire_payload,192708,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-3.2-1b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-3.2-3b-instruct_perm120_v1.parsed.csv,wire_payload,140638,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-3.2-3b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-3.3-70b-instruct_perm120_v1.parsed.csv,wire_payload,138658,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-3.3-70b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-4-maverick_perm120_v1.parsed.csv,wire_payload,269707,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-4-maverick_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_meta-llama_llama-4-scout_perm120_v1.parsed.csv,wire_payload,281503,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_meta-llama_llama-4-scout_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_mistralai_ministral-3b-2512_perm120_v1.parsed.csv,wire_payload,133199,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_mistralai_ministral-3b-2512_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_openai_gpt-3.5-turbo_perm120_v1.parsed.csv,wire_payload,139313,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_openai_gpt-3.5-turbo_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_openai_gpt-4-turbo_perm120_v1.parsed.csv,wire_payload,125805,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_openai_gpt-4-turbo_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_openai_gpt-4.1-mini_perm120_v1.parsed.csv,wire_payload,124363,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_openai_gpt-4.1-mini_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_openai_gpt-4.1-nano_perm120_v1.parsed.csv,wire_payload,125451,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_openai_gpt-4.1-nano_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_openai_gpt-4o-mini_perm120_v1.parsed.csv,wire_payload,123876,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_openai_gpt-4o-mini_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_openai_gpt-4o_perm120_v1.parsed.csv,wire_payload,119239,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_openai_gpt-4o_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen-2.5-72b-instruct_perm120_v1.parsed.csv,wire_payload,131233,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen-2.5-72b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen-2.5-7b-instruct_perm120_v1.parsed.csv,wire_payload,131683,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen-2.5-7b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen-2.5-coder-32b-instruct_perm120_v1.parsed.csv,wire_payload,137619,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen-2.5-coder-32b-instruct_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen3-14b_perm120_v1.parsed.csv,wire_payload,115042,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen3-14b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen3-235b-a22b_perm120_v1.parsed.csv,wire_payload,140615,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen3-235b-a22b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen3-32b_perm120_v1.parsed.csv,wire_payload,121711,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen3-32b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
