uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
stimuli/mosart/tables/question_options.csv,other,210457,,,pinned,exam_restricted,local-fs,stimuli-mosart,n/a - ADR-0023 MCQ family stays in PG,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART\mosart_tables\question_options.csv,"6 normalized tables CSV+parquet: documents 16, questions 360x30, question_options 1800, misconceptions 174, misconception_statements 125, question_misconception_links 60 -> mcq_items/mcq_options/stimulus_structures"
stimuli/mosart/tables/question_options.parquet,other,80409,,,pinned,exam_restricted,local-fs,stimuli-mosart,n/a - ADR-0023 MCQ family stays in PG,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART\mosart_tables\question_options.parquet,"6 normalized tables CSV+parquet: documents 16, questions 360x30, question_options 1800, misconceptions 174, misconception_statements 125, question_misconception_links 60 -> mcq_items/mcq_options/stimulus_structures"
stimuli/mosart/tables/questions.csv,other,352545,,,pinned,exam_restricted,local-fs,stimuli-mosart,n/a - ADR-0023 MCQ family stays in PG,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART\mosart_tables\questions.csv,"6 normalized tables CSV+parquet: documents 16, questions 360x30, question_options 1800, misconceptions 174, misconception_statements 125, question_misconception_links 60 -> mcq_items/mcq_options/stimulus_structures"
stimuli/mosart/tables/questions.parquet,other,192623,,,pinned,exam_restricted,local-fs,stimuli-mosart,n/a - ADR-0023 MCQ family stays in PG,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART\mosart_tables\questions.parquet,"6 normalized tables CSV+parquet: documents 16, questions 360x30, question_options 1800, misconceptions 174, misconception_statements 125, question_misconception_links 60 -> mcq_items/mcq_options/stimulus_structures"
stimuli/mosart/tables/__pycache__/load.cpython-310.pyc,other,2035,,,pinned,exam_restricted,local-fs,stimuli-mosart,n/a - ADR-0023 MCQ family stays in PG,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART\mosart_tables\__pycache__\load.cpython-310.pyc,"6 normalized tables CSV+parquet: documents 16, questions 360x30, question_options 1800, misconceptions 174, misconception_statements 125, question_misconception_links 60 -> mcq_items/mcq_options/stimulus_structures"
stimuli/mosart/analysis-output/REPORT.md,export,26001,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\REPORT.md,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/item_misconception_map.csv,export,1494,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\item_misconception_map.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/parsed_master.parquet,export,22092300,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\parsed_master.parquet,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/run_integrity_baseline.json,export,13264,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\run_integrity_baseline.json,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/run_manifest.json,export,4521,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\run_manifest.json,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figA_coverage_heatmap.png,export,166894,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figA_coverage_heatmap.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figB_position_bias_stacked.png,export,486955,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figB_position_bias_stacked.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figB_slot_accuracy.png,export,316404,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figB_slot_accuracy.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figB_stability_vs_bias.png,export,97558,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figB_stability_vs_bias.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figC_invariance.png,export,223020,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figC_invariance.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figConf_discriminant_validity.png,export,140002,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figConf_discriminant_validity.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figD_latent_vs_expressed.png,export,188126,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figD_latent_vs_expressed.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figE_capture_by_model.png,export,162146,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figE_capture_by_model.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figE_difficulty_capture.png,export,65281,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figE_difficulty_capture.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figE_per_misconception.png,export,80743,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figE_per_misconception.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figEbis_consistency.png,export,134226,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figEbis_consistency.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figEbis_model_x_misconception.png,export,231069,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figEbis_model_x_misconception.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figF_bias_vs_accuracy.png,export,87949,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figF_bias_vs_accuracy.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figF_calibration.png,export,196251,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figF_calibration.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figF_size_trends.png,export,80176,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figF_size_trends.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figG_format_sensitivity.png,export,124469,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figG_format_sensitivity.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figH_dendrogram.png,export,74440,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figH_dendrogram.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figH_item_difficulty.png,export,72182,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figH_item_difficulty.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figH_representative_sampling.png,export,74432,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figH_representative_sampling.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figI_variant_tokens.png,export,200603,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figI_variant_tokens.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figK_base_vs_instruct.png,export,232108,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figK_base_vs_instruct.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/figs/figMTMM_convergent.png,export,174195,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\figs\figMTMM_convergent.png,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/00_integrity.py,export,2725,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\00_integrity.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/01_validate.py,export,3344,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\01_validate.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/02_threadsABC.py,export,9433,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\02_threadsABC.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/03_threadsDEF.py,export,11616,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\03_threadsDEF.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/04_threadsGHI.py,export,14226,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\04_threadsGHI.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/05_headlines.py,export,4059,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\05_headlines.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/06_manifest.py,export,3357,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\06_manifest.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/07_verify.py,export,2725,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\07_verify.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/08_threadEbis.py,export,6934,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\08_threadEbis.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/09_confound.py,export,4434,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\09_confound.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/10_confound_fig.py,export,2216,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\10_confound_fig.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/11_mtmm.py,export,7149,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\11_mtmm.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/12_threadK.py,export,5245,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\12_threadK.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/analysis_common.py,export,5156,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\analysis_common.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/mosart_lib.py,export,7514,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\mosart_lib.py,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/__pycache__/analysis_common.cpython-310.pyc,export,5994,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\__pycache__\analysis_common.cpython-310.pyc,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/scripts/__pycache__/mosart_lib.cpython-310.pyc,export,6783,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\scripts\__pycache__\mosart_lib.cpython-310.pyc,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/A_coverage_matrix_v2.csv,export,3647,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\A_coverage_matrix_v2.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/A_model_coverage.csv,export,2946,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\A_model_coverage.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/B_position_metrics_all.csv,export,6493,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\B_position_metrics_all.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/B_position_metrics_common.csv,export,7315,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\B_position_metrics_common.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/B_predicted_letter_distribution.csv,export,3639,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\B_predicted_letter_distribution.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/B_slot_accuracy.csv,export,3510,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\B_slot_accuracy.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/C_accuracy_comparison.csv,export,2312,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\C_accuracy_comparison.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/C_confident_misconceptions.csv,export,15873,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\C_confident_misconceptions.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/C_invariant_per_item.csv,export,48013,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\C_invariant_per_item.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Conf_partial_correlation.csv,export,281,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Conf_partial_correlation.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Conf_rank_distribution.csv,export,200,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Conf_rank_distribution.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Conf_variance_decomposition.csv,export,126,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Conf_variance_decomposition.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/D_rank_analysis.csv,export,4247,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\D_rank_analysis.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/E_capture_by_model.csv,export,3431,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\E_capture_by_model.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/E_capture_per_misconception.csv,export,882,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\E_capture_per_misconception.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/E_difficulty_capture.csv,export,1593,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\E_difficulty_capture.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Ebis_cell_misc_rate.csv,export,37838,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Ebis_cell_misc_rate.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Ebis_cluster_consistency.csv,export,848,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Ebis_cluster_consistency.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Ebis_cluster_membership.csv,export,463,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Ebis_cluster_membership.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/Ebis_model_x_misconception_trait.csv,export,3607,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Ebis_model_x_misconception_trait.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
